customer id,transaction date,transaction type,amount
6,2017-07-09,C,1137
6,2019-06-04,A,758
6,2018-10-18,B,1044
6,2017-09-08,C,1001
6,2018-02-18,A,1123
6,2017-05-21,B,711
6,2018-10-20,C,1181
6,2019-07-08,A,824
6,2019-05-21,B,1095
6,2017-10-14,C,774
6,2017-09-11,A,1112
6,2018-01-30,B,1033
6,2017-04-19,C,990
6,2017-11-23,A,1121
6,2018-12-14,B,1174
6,2017-10-26,C,1196
6,2017-03-19,A,810
6,2019-07-20,B,973
6,2017-10-17,C,1138
6,2017-03-21,A,1179
6,2019-06-17,B,1028
6,2019-02-05,C,738
6,2018-02-05,A,1065
6,2018-11-09,B,820
6,2019-02-16,C,785
6,2017-11-16,A,1072
6,2018-12-28,B,1030
6,2018-04-29,C,1028
6,2018-04-26,A,877
6,2019-02-05,B,1145
6,2017-05-27,C,906
6,2017-05-02,A,845
6,2018-09-27,B,1185
6,2018-11-28,C,1053
6,2018-01-13,A,957
6,2017-07-31,B,1076
6,2019-04-01,C,1177
6,2019-06-23,A,921
6,2019-04-30,B,725
6,2018-04-13,C,1149
6,2018-05-06,A,907
6,2018-06-25,B,1151
6,2018-06-09,C,830
6,2018-08-04,A,1096
6,2018-05-09,B,854
6,2018-03-29,C,873
6,2018-11-10,A,807
6,2017-11-21,B,789
6,2019-05-20,C,1172
6,2019-05-14,A,968
6,2017-01-28,B,872
6,2018-03-06,C,1116
6,2019-04-21,A,1153
6,2018-03-13,B,817
6,2018-11-11,C,761
6,2019-05-23,A,1102
6,2019-02-10,B,1187
6,2017-07-26,C,811
6,2019-04-02,A,789
6,2018-12-28,B,1068
6,2017-07-31,C,873
6,2018-02-19,A,1092
6,2017-02-27,B,726
6,2017-03-19,C,895
6,2018-07-16,A,848
6,2017-02-19,B,787
6,2017-12-12,C,979
6,2018-12-20,A,976
6,2017-10-13,B,907
6,2018-10-01,C,1027
6,2018-10-04,A,1199
6,2017-09-11,B,853
6,2018-10-22,C,815
6,2018-11-28,A,929
6,2018-05-29,B,720
6,2019-02-03,C,1040
6,2018-04-26,A,805
6,2019-06-13,B,868
6,2017-05-24,C,786
6,2018-02-14,A,995
6,2017-08-23,B,815
6,2018-12-25,C,841
6,2017-06-11,A,959
6,2018-02-23,B,915
6,2017-04-03,C,765
6,2017-02-17,A,757
6,2017-03-24,B,799
6,2018-01-26,C,1102
6,2018-01-25,A,765
6,2017-12-12,B,861
6,2017-10-11,C,1150
6,2018-10-03,A,1044
6,2017-09-30,B,934
6,2018-04-06,C,1042
6,2017-12-21,A,1105
6,2017-07-13,B,813
6,2017-02-15,C,796
6,2018-06-30,A,914
6,2017-03-20,B,944
6,2018-11-12,C,918
6,2017-10-11,A,772
6,2019-02-15,B,885
6,2019-02-10,C,1071
6,2018-08-03,A,973
6,2018-05-05,B,950
6,2017-10-14,C,1040
6,2018-08-30,A,891
6,2017-03-01,B,992
6,2018-03-09,C,1096
6,2018-02-24,A,751
6,2018-08-11,B,1086
6,2017-11-13,C,721
6,2018-02-07,A,738
6,2018-12-06,B,836
6,2019-07-10,C,849
6,2019-06-30,A,827
6,2017-09-22,B,1158
6,2017-09-19,C,949
6,2018-06-16,A,1160
6,2018-08-19,B,1005
6,2017-12-13,C,733
6,2018-02-06,A,1115
6,2019-03-29,B,777
6,2019-02-20,C,880
6,2018-07-23,A,829
6,2018-02-19,B,878
6,2018-10-01,C,833
6,2017-08-20,A,863
6,2017-04-03,B,909
6,2018-07-02,C,937
6,2017-10-24,A,822
6,2018-07-24,B,785
6,2019-07-20,C,1017
6,2018-08-20,A,1096
6,2019-04-10,B,1163
6,2017-07-28,C,1187
6,2017-09-20,A,740
6,2019-02-10,B,1073
6,2019-06-25,C,728
6,2018-11-05,A,778
6,2018-12-08,B,969
6,2017-07-19,C,1046
6,2018-10-27,A,1075
6,2018-03-08,B,883
6,2017-05-21,C,827
6,2018-09-03,A,779
6,2019-02-11,B,1157
6,2017-09-30,C,1132
6,2019-03-30,A,964
6,2018-05-06,B,1135
6,2019-07-09,C,717
6,2018-02-22,A,1191
6,2017-09-03,B,824
6,2019-03-04,C,768
6,2017-01-31,A,912
6,2017-12-23,B,940
6,2018-07-22,C,1124
6,2017-04-27,A,825
6,2018-10-30,B,992
6,2017-01-06,C,1032
6,2018-08-21,A,967
6,2017-10-23,B,1187
6,2017-07-12,C,1159
6,2017-08-07,A,1098
6,2017-04-24,B,1124
6,2019-01-23,C,1188
6,2019-07-05,A,1049
6,2018-12-24,B,755
6,2017-11-20,C,1042
6,2017-12-19,A,993
6,2019-07-04,B,1163
6,2018-10-14,C,1182
6,2019-03-08,A,1109
6,2018-08-21,B,1007
6,2017-07-14,C,1141
6,2018-09-09,A,1067
6,2018-10-10,B,1082
6,2017-06-08,C,1178
6,2019-06-05,A,926
6,2019-07-09,B,1082
6,2019-03-30,C,931
7,2017-10-03,A,714
7,2018-05-18,B,895
7,2017-06-04,C,940
7,2019-03-29,A,1097
7,2019-06-25,B,771
7,2017-03-15,C,1018
7,2017-02-28,A,1140
7,2018-01-29,B,837
7,2018-12-29,C,1004
7,2019-06-10,A,741
7,2019-04-02,B,978
7,2018-03-14,C,1057
7,2019-03-15,A,944
7,2018-03-29,B,1190
7,2017-08-04,C,1137
7,2018-06-25,A,1162
7,2019-01-05,B,1198
7,2018-04-21,C,1008
7,2018-06-20,A,963
7,2017-12-19,B,935
7,2017-02-18,C,984
7,2017-01-19,A,848
7,2018-12-23,B,874
7,2018-02-16,C,874
7,2019-04-24,A,1160
7,2018-01-19,B,982
7,2018-06-11,C,1032
7,2019-03-11,A,887
7,2018-03-24,B,1017
7,2019-05-14,C,723
7,2017-06-09,A,973
7,2017-03-07,B,991
7,2017-03-27,C,831
7,2017-09-18,A,874
7,2018-09-22,B,897
7,2017-02-01,C,1166
7,2017-07-23,A,825
7,2017-09-18,B,1102
7,2018-09-16,C,719
7,2018-06-17,A,1059
7,2018-06-07,B,728
7,2018-06-09,C,778
7,2019-03-31,A,952
7,2017-12-04,B,1004
7,2018-07-14,C,979
7,2018-05-19,A,907
7,2017-11-21,B,1060
7,2018-09-27,C,1053
7,2018-11-12,A,923
7,2019-04-08,B,986
7,2019-06-03,C,952
7,2019-02-15,A,1132
7,2017-03-20,B,872
7,2019-05-02,C,779
7,2018-02-20,A,1145
7,2019-03-31,B,1159
7,2017-10-26,C,1139
7,2018-08-10,A,801
7,2017-04-29,B,821
7,2017-02-01,C,1114
7,2017-02-13,A,724
7,2018-10-11,B,727
7,2017-03-03,C,1135
7,2017-01-08,A,1120
7,2018-01-17,B,890
7,2017-12-20,C,745
7,2018-07-05,A,777
7,2018-08-28,B,733
7,2017-04-21,C,955
7,2017-03-05,A,998
7,2017-01-22,B,888
7,2017-07-12,C,843
7,2018-07-30,A,827
7,2018-01-15,B,892
7,2017-05-12,C,993
7,2017-12-14,A,795
7,2017-09-26,B,768
7,2019-03-16,C,869
7,2018-11-23,A,963
7,2019-01-02,B,947
7,2017-08-20,C,899
7,2019-07-02,A,1124
7,2018-02-07,B,1139
7,2017-04-07,C,718
7,2019-01-20,A,1032
7,2019-03-06,B,842
7,2017-12-02,C,1171
7,2018-05-02,A,1078
7,2018-03-22,B,1114
7,2017-10-29,C,757
7,2017-03-03,A,751
7,2017-05-11,B,1099
7,2017-12-30,C,856
7,2017-12-13,A,1059
7,2018-09-07,B,944
7,2019-07-19,C,822
7,2018-09-29,A,916
7,2017-03-17,B,863
7,2019-03-30,C,850
7,2017-01-21,A,882
7,2017-09-26,B,803
7,2019-01-12,C,1052
7,2017-01-07,A,922
7,2017-02-03,B,856
7,2019-07-07,C,926
7,2018-01-31,A,1081
7,2019-03-05,B,1076
7,2019-04-09,C,1147
7,2019-01-26,A,809
7,2017-05-28,B,1058
7,2017-07-07,C,996
7,2017-08-24,A,923
7,2018-10-13,B,1114
7,2018-05-21,C,1011
7,2018-08-06,A,726
7,2018-12-22,B,731
7,2017-08-29,C,1124
7,2019-05-26,A,777
7,2019-05-22,B,1010
7,2018-04-27,C,918
7,2019-06-11,A,924
7,2019-02-21,B,787
7,2019-03-08,C,901
7,2017-10-12,A,779
7,2018-07-03,B,817
7,2017-05-27,C,824
7,2017-01-28,A,963
7,2019-02-08,B,928
7,2017-02-16,C,1030
7,2017-07-04,A,835
7,2017-10-28,B,848
7,2019-02-12,C,963
7,2018-12-20,A,713
7,2017-01-26,B,1142
7,2018-03-26,C,1038
7,2017-09-16,A,1159
7,2019-02-09,B,1160
7,2017-06-17,C,713
7,2018-02-12,A,841
7,2018-09-07,B,808
7,2018-05-07,C,1164
7,2017-05-27,A,1092
7,2018-01-02,B,898
7,2019-03-04,C,854
7,2017-04-09,A,1120
7,2017-04-07,B,882
7,2018-10-01,C,939
7,2018-06-13,A,976
7,2017-03-10,B,885
7,2018-07-23,C,990
7,2018-10-02,A,819
7,2018-09-30,B,983
7,2017-01-25,C,989
7,2018-12-20,A,845
7,2019-05-15,B,1145
7,2018-06-19,C,1018
7,2018-04-03,A,957
7,2018-05-29,B,968
7,2018-01-31,C,1140
7,2017-12-27,A,1197
7,2019-03-01,B,872
7,2017-12-28,C,1164
7,2017-06-07,A,889
7,2017-03-28,B,1126
7,2018-11-29,C,1103
7,2019-02-13,A,1099
7,2019-06-02,B,1077
7,2017-09-03,C,919
7,2018-10-26,A,1021
7,2017-11-30,B,1157
7,2018-03-06,C,769
7,2018-05-27,A,1013
7,2017-06-17,B,700
7,2017-07-20,C,856
7,2017-07-29,A,1196
7,2017-10-28,B,1006
7,2018-08-31,C,763
7,2018-06-12,A,755
7,2019-07-18,B,822
7,2019-04-12,C,842
7,2017-01-19,A,1116
7,2018-05-06,B,962
7,2018-05-19,C,899
7,2018-11-15,A,700
7,2019-06-28,B,744
7,2019-01-03,C,844
7,2018-01-05,A,1037
7,2017-03-11,B,998
7,2019-06-11,C,1098
7,2019-01-26,A,973
7,2018-05-02,B,774
7,2017-10-01,C,777
7,2018-11-30,A,816
7,2018-04-16,B,1011
7,2019-05-08,C,1161
7,2018-09-11,A,994
7,2018-01-12,B,846
7,2019-02-04,C,1114
7,2017-03-24,A,935
7,2019-04-24,B,1150
7,2017-02-04,C,846
7,2017-10-21,A,752
7,2017-01-25,B,1004
7,2017-04-23,C,962
7,2018-11-27,A,1147
7,2018-01-20,B,1089
7,2018-09-13,C,1174
7,2017-08-27,A,837
7,2018-02-21,B,1174
7,2017-07-08,C,1068
7,2018-07-27,A,926
7,2019-04-15,B,700
7,2018-10-12,C,831
7,2018-04-28,A,1142
7,2018-07-24,B,751
7,2017-11-04,C,1145
7,2018-05-14,A,974
7,2019-02-21,B,772
7,2019-04-08,C,907
7,2019-05-02,A,1079
7,2019-02-17,B,1063
7,2017-10-20,C,913
7,2017-11-09,A,1043
7,2017-09-05,B,953
8,2018-11-19,C,719
8,2018-02-03,A,801
8,2017-01-01,B,934
8,2019-02-24,C,1194
8,2018-05-26,A,1168
8,2017-05-09,B,723
8,2017-05-20,C,1089
8,2018-07-02,A,1014
8,2018-09-17,B,1016
8,2018-07-04,C,1032
8,2018-12-13,A,894
8,2018-07-15,B,1011
8,2017-02-22,C,978
8,2019-06-05,A,1038
8,2017-07-11,B,977
8,2017-05-08,C,1018
8,2019-01-15,A,883
8,2018-09-03,B,871
8,2017-06-22,C,747
8,2018-03-08,A,1053
8,2017-03-02,B,1016
8,2017-07-20,C,742
8,2019-04-08,A,912
8,2017-04-21,B,887
8,2017-06-26,C,1044
8,2018-04-07,A,1093
8,2019-03-09,B,1119
8,2019-04-08,C,998
8,2017-12-04,A,1113
8,2017-06-26,B,707
8,2019-01-22,C,1017
8,2018-10-25,A,1189
8,2017-04-30,B,1155
8,2019-06-19,C,802
8,2017-04-27,A,1150
8,2018-07-11,B,867
8,2017-02-14,C,793
8,2018-12-28,A,1085
8,2018-04-18,B,700
8,2017-10-24,C,1000
8,2018-11-05,A,1094
8,2017-03-06,B,1121
8,2017-12-16,C,1100
8,2017-10-07,A,738
8,2017-06-28,B,1150
8,2018-07-19,C,1033
8,2018-09-26,A,901
8,2018-10-17,B,773
8,2017-07-15,C,857
8,2018-08-22,A,781
8,2017-03-03,B,1067
8,2018-08-31,C,1157
8,2019-06-15,A,788
8,2018-01-27,B,1074
8,2019-02-16,C,798
8,2017-11-19,A,962
8,2019-02-03,B,858
8,2017-12-20,C,1055
8,2017-04-21,A,768
8,2017-07-03,B,1194
8,2017-12-28,C,889
8,2018-12-15,A,1101
8,2017-08-13,B,1060
8,2017-12-10,C,955
8,2018-03-08,A,824
8,2017-09-22,B,1028
8,2017-08-25,C,1011
8,2019-04-04,A,1066
8,2017-07-13,B,975
8,2019-06-01,C,1086
8,2019-06-18,A,920
8,2018-08-18,B,1100
8,2017-09-07,C,886
8,2017-10-04,A,911
8,2018-05-14,B,903
8,2018-03-30,C,1177
8,2018-10-31,A,1051
8,2017-02-22,B,771
8,2018-01-22,C,723
8,2017-01-13,A,1091
8,2019-06-04,B,998
8,2018-03-23,C,756
8,2018-10-13,A,1015
8,2018-08-08,B,804
8,2018-01-04,C,1081
8,2017-01-25,A,1198
8,2019-01-12,B,958
8,2018-04-19,C,776
8,2017-09-03,A,850
8,2017-07-15,B,890
8,2017-06-10,C,727
8,2017-02-10,A,1187
8,2019-01-17,B,977
8,2018-08-02,C,936
8,2018-03-25,A,865
8,2019-02-21,B,964
8,2017-04-28,C,920
8,2017-05-07,A,971
8,2019-01-10,B,1161
8,2018-05-19,C,1036
8,2019-07-03,A,704
8,2018-09-29,B,899
8,2018-10-11,C,916
8,2017-03-12,A,1106
8,2019-01-09,B,1054
8,2017-09-12,C,909
8,2018-04-01,A,861
8,2018-02-09,B,1163
8,2018-02-15,C,887
8,2017-05-15,A,1178
8,2018-07-19,B,1139
8,2019-06-28,C,788
8,2017-06-28,A,900
8,2018-03-11,B,845
8,2019-04-02,C,1170
8,2019-03-06,A,1121
8,2017-06-04,B,902
8,2019-02-12,C,751
8,2018-11-22,A,900
8,2018-07-09,B,1096
8,2017-01-15,C,878
8,2017-10-06,A,1127
8,2017-06-10,B,965
8,2018-10-22,C,1195
8,2019-04-23,A,1156
8,2018-02-10,B,891
8,2018-11-29,C,821
8,2018-06-08,A,840
8,2017-03-13,B,1030
8,2019-03-27,C,1088
8,2017-10-27,A,817
8,2017-07-13,B,1200
8,2017-03-15,C,1170
8,2017-08-08,A,1162
8,2018-10-15,B,976
8,2017-10-16,C,780
8,2017-12-20,A,1109
8,2018-08-19,B,854
8,2019-07-07,C,762
8,2018-11-28,A,905
8,2019-02-07,B,846
8,2017-01-24,C,1174
8,2018-05-26,A,782
8,2019-06-28,B,1105
8,2019-05-24,C,921
8,2018-08-30,A,835
8,2017-04-01,B,1192
8,2017-03-11,C,1024
8,2019-04-05,A,957
8,2018-03-02,B,975
8,2017-01-20,C,1041
8,2018-02-11,A,980
8,2019-03-18,B,1082
8,2017-11-24,C,1182
8,2018-09-27,A,1057
8,2017-06-03,B,874
8,2019-01-23,C,870
8,2017-07-04,A,809
8,2017-03-29,B,856
8,2017-10-19,C,1034
8,2017-09-10,A,820
8,2018-07-09,B,721
8,2017-09-16,C,980
8,2018-04-17,A,755
8,2017-01-25,B,944
8,2017-09-22,C,852
8,2017-04-02,A,1117
8,2018-07-23,B,764
8,2017-06-07,C,830
8,2017-01-25,A,959
8,2017-10-28,B,1170
8,2018-10-15,C,785
8,2019-05-26,A,1066
8,2017-05-05,B,763
8,2017-05-25,C,941
8,2018-01-21,A,968
8,2017-01-29,B,753
8,2017-02-12,C,761
9,2018-04-03,A,746
9,2019-04-02,B,1020
9,2018-05-16,C,779
9,2017-08-26,A,1084
9,2017-06-06,B,899
9,2018-03-27,C,730
9,2017-06-09,A,1012
9,2018-03-25,B,950
9,2017-12-02,C,789
9,2017-08-23,A,961
9,2017-04-22,B,1032
9,2017-11-22,C,716
9,2017-02-04,A,922
9,2019-05-18,B,1077
9,2017-10-29,C,1040
9,2017-03-19,A,1000
9,2017-01-29,B,1149
9,2018-01-31,C,705
9,2018-09-02,A,1085
9,2017-07-19,B,1022
9,2018-04-27,C,908
9,2017-03-25,A,1080
9,2019-04-21,B,1199
9,2018-02-17,C,1117
9,2019-01-02,A,859
9,2017-03-24,B,1179
9,2019-06-24,C,892
9,2018-03-31,A,838
9,2017-10-06,B,1169
9,2019-01-30,C,799
9,2018-12-13,A,1105
9,2017-02-22,B,1087
9,2017-03-05,C,1181
9,2018-08-18,A,944
9,2017-08-29,B,1035
9,2017-06-12,C,1089
9,2018-09-29,A,770
9,2017-04-02,B,977
9,2017-10-18,C,802
9,2017-11-06,A,948
9,2017-06-28,B,998
9,2019-07-12,C,1141
9,2019-06-19,A,831
9,2019-01-14,B,1052
9,2017-11-19,C,1002
9,2017-04-08,A,1149
9,2017-10-18,B,1118
9,2019-05-25,C,944
9,2017-04-19,A,930
9,2017-12-01,B,745
9,2019-01-13,C,1194
9,2018-08-30,A,762
9,2018-05-27,B,952
9,2017-03-17,C,708
9,2017-07-11,A,779
9,2018-05-25,B,1120
9,2017-10-22,C,907
9,2018-05-28,A,1020
9,2017-01-05,B,948
9,2018-08-07,C,1142
9,2018-09-10,A,1163
9,2019-02-17,B,813
9,2017-08-24,C,814
9,2018-02-17,A,1125
9,2018-05-12,B,710
9,2017-05-19,C,1124
9,2018-06-15,A,772
9,2017-01-31,B,1102
9,2017-11-05,C,954
9,2018-10-13,A,724
9,2018-09-08,B,961
9,2018-09-04,C,790
9,2019-04-20,A,797
9,2019-02-28,B,783
9,2019-06-18,C,862
9,2018-09-02,A,980
9,2018-02-04,B,881
9,2017-03-15,C,752
9,2017-04-27,A,861
9,2017-07-30,B,1199
9,2018-03-06,C,882
9,2017-08-27,A,1060
9,2018-08-09,B,962
9,2018-07-05,C,928
9,2017-01-13,A,741
9,2017-04-26,B,782
9,2018-09-22,C,1018
9,2017-01-29,A,756
9,2017-05-20,B,796
9,2017-08-07,C,989
9,2017-06-27,A,1047
9,2018-10-19,B,1149
9,2018-07-24,C,1043
9,2019-04-18,A,1038
9,2018-11-23,B,926
9,2019-06-11,C,914
9,2018-12-02,A,983
9,2018-05-10,B,944
9,2018-01-06,C,901
9,2019-02-28,A,975
9,2018-02-04,B,956
9,2018-06-20,C,1110
9,2019-02-13,A,892
9,2018-03-16,B,1189
9,2017-02-18,C,1188
9,2018-07-22,A,908
9,2019-01-13,B,756
9,2017-11-01,C,1021
9,2018-11-16,A,1122
9,2019-03-17,B,964
9,2019-05-24,C,714
9,2019-03-02,A,812
9,2018-09-27,B,1111
9,2018-05-22,C,1170
9,2019-01-18,A,730
9,2019-05-27,B,1189
9,2017-03-24,C,1171
9,2017-01-03,A,862
9,2018-01-29,B,890
9,2017-03-12,C,930
9,2017-08-24,A,1177
9,2017-09-11,B,991
9,2017-07-03,C,767
9,2017-03-29,A,1071
9,2018-07-06,B,829
9,2017-09-17,C,868
9,2017-02-13,A,1110
9,2017-02-15,B,1005
9,2017-07-30,C,838
9,2018-04-27,A,861
9,2018-02-16,B,838
9,2017-11-18,C,923
9,2018-12-21,A,708
9,2018-07-22,B,706
9,2018-02-06,C,745
9,2017-11-08,A,921
9,2017-08-01,B,1079
9,2017-10-05,C,825
9,2017-06-23,A,1170
9,2018-12-10,B,794
9,2017-10-22,C,1085
9,2017-03-31,A,934
9,2018-08-24,B,884
9,2018-04-05,C,1098
9,2017-01-24,A,743
9,2019-01-22,B,1120
9,2019-07-11,C,1115
9,2017-05-28,A,956
9,2017-12-07,B,899
9,2019-03-22,C,1151
9,2018-02-03,A,737
9,2018-05-28,B,979
9,2017-11-05,C,957
9,2018-10-16,A,857
9,2017-11-13,B,760
9,2017-04-01,C,887
9,2018-11-30,A,1156
9,2018-02-17,B,777
9,2019-06-24,C,961
9,2017-07-18,A,754
9,2017-02-23,B,855
9,2017-05-19,C,854
9,2018-05-13,A,795
9,2018-03-09,B,919
9,2018-01-22,C,1120
9,2019-05-16,A,1154
9,2017-10-06,B,760
9,2018-03-02,C,797
9,2018-03-28,A,1198
9,2017-12-05,B,906
9,2017-06-25,C,1040
9,2019-03-14,A,944
9,2019-06-07,B,927
9,2018-01-05,C,851
9,2018-02-26,A,782
9,2019-07-20,B,925
9,2018-06-22,C,714
9,2017-07-26,A,1099
9,2017-06-12,B,1151
9,2017-04-11,C,993
9,2018-02-01,A,986
9,2018-12-14,B,1123
9,2017-12-02,C,874
9,2019-06-21,A,943
9,2017-03-26,B,871
10,2017-06-29,C,968
10,2018-01-24,A,1130
10,2019-01-10,B,790
10,2018-03-29,C,1031
10,2018-07-26,A,719
10,2017-07-24,B,728
10,2018-01-23,C,741
10,2017-09-10,A,813
10,2019-07-12,B,1011
10,2017-11-02,C,1072
10,2018-04-21,A,1127
10,2017-07-14,B,1052
10,2017-03-14,C,1016
10,2017-12-31,A,969
10,2018-06-22,B,1065
10,2017-10-25,C,1045
10,2018-12-13,A,1182
10,2017-10-11,B,801
10,2017-10-11,C,715
10,2018-08-14,A,883
10,2017-11-17,B,1076
10,2017-04-10,C,881
10,2017-01-09,A,961
10,2019-04-14,B,1113
10,2018-06-21,C,1040
10,2019-02-18,A,1057
10,2019-02-25,B,884
10,2018-06-13,C,705
10,2018-12-25,A,932
10,2017-07-20,B,1111
10,2017-03-13,C,910
10,2017-09-04,A,1138
10,2017-03-11,B,909
10,2017-05-23,C,853
10,2017-08-19,A,847
10,2017-12-25,B,1109
10,2017-08-03,C,909
10,2018-11-17,A,937
10,2017-10-17,B,1019
10,2019-05-14,C,1014
10,2018-05-06,A,837
10,2018-02-14,B,954
10,2019-02-11,C,1082
10,2017-11-23,A,713
10,2019-06-01,B,913
10,2019-01-12,C,1012
10,2018-07-13,A,1137
10,2018-07-06,B,894
10,2017-04-19,C,928
10,2018-06-02,A,981
10,2017-03-21,B,1145
10,2019-02-28,C,973
10,2019-07-13,A,764
10,2018-09-13,B,799
10,2017-09-24,C,843
10,2017-10-07,A,904
10,2019-02-10,B,742
10,2018-05-18,C,1139
10,2018-12-01,A,906
10,2017-01-13,B,1105
10,2017-08-09,C,1078
10,2018-08-29,A,727
10,2018-07-18,B,891
10,2018-08-20,C,907
10,2017-04-30,A,1101
10,2019-06-26,B,803
10,2019-03-24,C,756
10,2018-06-01,A,984
10,2018-11-17,B,1099
10,2017-04-12,C,1018
10,2019-03-15,A,817
10,2017-02-18,B,727
10,2019-04-25,C,858
10,2017-07-22,A,1181
10,2018-12-11,B,1186
10,2019-07-16,C,734
10,2017-09-16,A,1171
10,2018-09-13,B,1105
10,2018-09-21,C,809
10,2019-01-12,A,1159
10,2018-02-20,B,706
10,2017-10-16,C,897
10,2017-04-18,A,915
10,2017-07-08,B,936
10,2018-05-13,C,833
10,2018-12-02,A,996
10,2018-04-15,B,921
10,2017-09-01,C,1102
10,2019-04-21,A,1007
10,2017-08-24,B,967
10,2017-05-05,C,1165
10,2018-04-18,A,1138
10,2019-02-12,B,1116
10,2017-01-01,C,998
10,2019-05-31,A,782
10,2018-12-21,B,994
10,2017-06-21,C,992
10,2018-03-04,A,1163
10,2017-12-02,B,955
10,2017-01-08,C,1001
10,2019-04-19,A,906
10,2017-07-11,B,806
10,2018-12-22,C,862
10,2017-10-29,A,836
10,2018-01-27,B,901
10,2017-03-14,C,1008
10,2017-06-25,A,798
10,2018-11-19,B,1015
10,2019-05-18,C,1132
10,2018-09-08,A,1175
10,2019-01-31,B,1131
10,2018-06-29,C,842
10,2018-11-25,A,1196
10,2019-04-01,B,1144
10,2018-08-24,C,726
10,2017-11-19,A,739
10,2019-06-11,B,1034
10,2018-12-29,C,1063
10,2017-11-22,A,831
10,2019-02-18,B,756
10,2019-05-19,C,917
10,2017-07-27,A,896
10,2017-10-18,B,746
10,2018-01-27,C,1167
10,2018-04-22,A,1025
10,2017-02-14,B,820
10,2017-12-09,C,1039
10,2019-07-04,A,896
10,2018-09-02,B,987
10,2017-01-19,C,926
10,2018-05-31,A,899
10,2018-12-26,B,1060
10,2018-02-11,C,959
10,2017-04-05,A,963
10,2019-07-14,B,809
10,2017-06-22,C,935
10,2019-07-20,A,1065
10,2018-01-18,B,1183
10,2019-02-23,C,909
10,2018-11-10,A,855
10,2017-02-17,B,1200
10,2019-04-03,C,779
10,2018-08-28,A,1182
10,2017-12-03,B,1004
10,2018-01-13,C,878
10,2018-09-19,A,918
10,2017-09-24,B,1197
10,2017-02-25,C,1017
10,2019-04-26,A,728
10,2018-09-14,B,1084
10,2018-07-07,C,1044
10,2017-06-16,A,838
10,2017-01-15,B,1056
10,2018-12-12,C,887
10,2019-07-14,A,1002
10,2018-10-07,B,1152
10,2018-11-22,C,908
10,2017-08-08,A,808
10,2019-03-26,B,857
10,2017-12-06,C,1170
10,2018-03-21,A,794
10,2017-09-21,B,855
10,2018-10-18,C,1180
10,2019-06-18,A,800
10,2018-09-08,B,776
10,2018-09-24,C,1144
10,2018-04-18,A,1095
10,2017-07-04,B,986
10,2017-10-16,C,969
10,2017-07-12,A,781
10,2018-01-01,B,810
10,2018-04-07,C,883
10,2017-06-04,A,943
10,2018-07-09,B,900
10,2017-03-01,C,742
10,2017-04-16,A,855
10,2017-10-13,B,763
10,2018-12-26,C,890
10,2017-10-03,A,971
10,2018-09-04,B,709
10,2017-03-18,C,973
10,2018-12-13,A,899
10,2017-11-28,B,829
10,2018-12-24,C,934
10,2017-08-17,A,981
10,2018-03-01,B,1076
10,2018-12-21,C,972
10,2017-01-14,A,1052
10,2017-05-29,B,1065
10,2017-12-05,C,1080
10,2018-08-01,A,1079
10,2017-02-08,B,1183
10,2017-05-30,C,707
10,2018-05-15,A,789
10,2017-02-02,B,958
10,2019-07-07,C,814
10,2018-01-16,A,1002
10,2019-06-21,B,773
10,2018-10-15,C,1095
10,2018-08-12,A,1184
10,2018-04-16,B,1081
10,2018-02-02,C,774
10,2017-01-02,A,1174
10,2017-07-14,B,769
10,2018-10-04,C,980
10,2018-11-28,A,909
10,2018-12-05,B,1160
10,2018-11-26,C,1181
10,2018-10-06,A,1015
10,2018-10-17,B,929
10,2017-06-03,C,921
10,2019-01-07,A,1069
10,2017-07-12,B,728
10,2018-01-05,C,866
10,2018-11-28,A,1087
10,2018-07-30,B,741
10,2018-07-31,C,1043
10,2018-03-03,A,998
10,2017-09-15,B,1022
10,2018-08-15,C,1072
10,2019-04-13,A,1030
10,2018-10-18,B,898
10,2019-06-23,C,764
10,2018-01-27,A,1013
10,2017-10-02,B,749
10,2018-07-03,C,1155
10,2017-03-11,A,1139
10,2017-09-25,B,808
10,2019-01-13,C,705
10,2019-06-16,A,896
10,2019-02-24,B,1170
10,2018-02-21,C,700
11,2018-02-01,A,502
11,2018-05-04,B,670
11,2017-03-11,C,784
11,2017-06-02,A,817
11,2016-11-30,B,913
11,2017-03-17,C,954
11,2016-03-07,A,841
11,2016-04-05,B,611
11,2017-04-03,C,848
11,2018-07-17,A,864
11,2016-05-25,B,458
11,2016-06-20,C,551
11,2018-06-01,A,662
11,2017-03-16,B,837
11,2016-11-20,C,914
11,2016-10-02,A,517
11,2018-01-20,B,471
11,2017-05-10,C,968
11,2016-05-21,A,949
11,2017-05-13,B,590
11,2018-07-25,C,417
11,2018-04-28,A,619
11,2016-09-20,B,783
11,2016-02-07,C,836
11,2017-03-25,A,601
11,2016-10-18,B,517
11,2017-11-23,C,903
11,2017-09-09,A,791
11,2016-08-15,B,836
11,2017-04-24,C,753
11,2018-04-08,A,923
11,2016-12-09,B,837
11,2016-12-15,C,624
11,2016-04-18,A,740
11,2016-11-03,B,862
11,2017-07-07,C,668
11,2018-04-24,A,921
11,2018-04-02,B,893
11,2017-10-04,C,510
11,2018-05-15,A,750
11,2017-05-25,B,803
11,2017-02-23,C,556
11,2018-04-11,A,917
11,2016-12-03,B,661
